timestamp,hour,day_of_week,is_weekend,outside_temp_c,avg_cpu_utilization,active_servers,it_power_kw,cooling_power_kw,total_facility_power_kw
2024-01-01 00:00:00,0,0,False,10.993428306022466,0.28980431755168096,845,393.70385933246814,118.11115779974044,711.8150171322086
2024-01-01 01:00:00,1,0,False,9.73064398300973,0.36126283409918,860,425.27441493011787,127.58232447903535,752.8567394091532
2024-01-01 02:00:00,2,0,False,11.309722243215575,0.3814680316714446,976,490.525119564532,147.1575358693596,837.6826554338916
2024-01-01 03:00:00,3,0,False,13.06757745411232,0.33504654573849724,884,427.87245857313263,128.36173757193978,756.2341961450725
2024-01-01 04:00:00,4,0,False,9.56038355506166,0.38396469099911745,909,457.75956164727916,137.32786849418375,795.0874301414628
2024-01-01 05:00:00,5,0,False,9.567588939062025,0.3144931696581309,860,409.18565036239704,122.75569510871911,731.9413454711162
2024-01-01 06:00:00,6,0,False,13.201461013977225,0.24426532004631318,901,403.38322134469126,121.01496640340737,724.3981877480986
2024-01-01 07:00:00,7,0,False,11.585077349130335,0.32880494638337016,875,421.33173123417953,126.39951937025386,747.7312506044334
2024-01-01 08:00:00,8,0,False,9.118431600986746,0.5031616073256551,936,515.9837057827252,154.79511173481757,870.7788175175428
2024-01-01 09:00:00,9,0,False,11.149672912540813,0.48620800200517716,954,519.4369735651755,155.83109206955265,875.2680656347281
2024-01-01 10:00:00,10,0,False,9.144889859046353,0.4420698368170257,900,474.14514125412927,142.24354237623876,816.3886836303681
2024-01-01 11:00:00,11,0,False,9.1474381199334,0.4092175512060591,917,471.05099778238247,141.31529933471472,812.3662971170972
2024-01-01 12:00:00,12,0,False,10.569994512018951,0.4742955597816051,984,531.0827323300398,159.32481969901193,890.4075520290517
2024-01-01 13:00:00,13,0,False,6.266681777104714,0.5448827885824872,976,554.322240662603,166.2966721987809,920.6189128613839
2024-01-01 14:00:00,14,0,False,6.650578850958266,0.5628098719706841,972,559.020478222202,167.7061434666606,926.7266216888626
2024-01-01 15:00:00,15,0,False,8.98301165540717,0.5593856692069228,974,558.8366567230172,167.65099701690517,926.4876537399224
2024-01-01 16:00:00,16,0,False,8.089096615776002,0.4592045232425723,926,494.18935540904874,148.2568066227146,842.4461620317634
2024-01-01 17:00:00,17,0,False,10.750425605152305,0.4423146838184818,992,522.7104665391736,156.81313996175206,879.5236065009257
2024-01-01 18:00:00,18,0,False,8.313054809707669,0.5248317307489948,933,522.4172019155249,156.72516057465745,879.1423624901823
2024-01-01 19:00:00,19,0,False,7.311667512449548,0.38175500057989625,920,462.4858402134018,138.74575206402054,801.2315922774224
2024-01-01 20:00:00,20,0,False,13.074744337225303,0.37000848026002486,914,455.17510038306506,136.5525301149195,791.7276304979846
2024-01-01 21:00:00,21,0,False,9.699066008873567,0.2492968362881118,905,406.99545473629644,122.09863642088892,729.0940911571854
2024-01-01 22:00:00,22,0,False,10.292846752199697,0.3066557707558266,925,437.2126351796558,131.16379055389675,768.3764257335525
2024-01-01 23:00:00,23,0,False,7.315465622197348,0.34851556048570104,903,441.93382044743515,132.58014613423055,774.5139665816657
2024-01-02 00:00:00,0,1,False,9.083368112507982,0.37436090973152136,921,460.2645591450925,138.07936774352774,798.3439268886202
2024-01-02 01:00:00,1,1,False,10.401150219356355,0.38836536813012434,926,467.9505323553981,140.38515970661942,808.3356920620175
2024-01-02 02:00:00,2,1,False,7.8844892712250445,0.35721267611410196,838,413.03768903344695,123.91130671003408,736.9489957434811
2024-01-02 03:00:00,3,1,False,10.945043752959382,0.3665391903269118,862,428.0827128247192,128.42481384741575,756.5075266721349
2024-01-02 04:00:00,4,1,False,8.999541527004839,0.3542432729180552,888,436.6272105404932,130.98816316214794,767.6153737026411
2024-01-02 05:00:00,5,1,False,9.624602494517035,0.3842809687109241,898,452.33372396096394,135.70011718828917,788.0338411492531
2024-01-02 06:00:00,6,1,False,9.011747749903428,0.36564328257454554,873,433.23263427503133,129.9697902825094,763.2024245575408
2024-01-02 07:00:00,7,1,False,13.926888212947045,0.3532868830023643,928,455.9400909704777,136.7820272911433,792.722118261621
2024-01-02 08:00:00,8,1,False,10.202508149639435,0.48658156004313097,946,515.2224623203207,154.5667386960962,869.7892010164169
2024-01-02 09:00:00,9,1,False,8.121251378319759,0.504064571252124,944,520.7347821048021,156.2204346314406,876.9552167362427
2024-01-02 10:00:00,10,1,False,11.888933575795313,0.5242295689419637,919,514.3567895430658,154.30703686291974,868.6638264059856
2024-01-02 11:00:00,11,1,False,7.809326841556439,0.5133737694449031,952,528.692731404619,158.6078194213857,887.3005508260047
2024-01-02 12:00:00,12,1,False,10.67591159228084,0.5190413209172627,876,488.4720788494089,146.54162365482267,835.0137025042316
2024-01-02 13:00:00,13,1,False,6.346014282459107,0.5671360930675593,965,556.6645319240779,166.99935957722337,923.6638915013012
2024-01-02 14:00:00,14,1,False,7.616152423854871,0.5132581961373294,955,530.3146309244598,159.09438927733794,889.4090202017978
2024-01-02 15:00:00,15,1,False,10.673416844620121,0.46755007397634213,947,508.5579680222384,152.5673904066715,861.12535842891
2024-01-02 16:00:00,16,1,False,11.763797240211307,0.5441803392997084,916,519.9876763194131,155.99630289582393,875.983979215237
2024-01-02 17:00:00,17,1,False,10.636770202358978,0.4316900831165541,936,489.2247671188378,146.76743013565132,835.9921972544892
2024-01-02 18:00:00,18,1,False,10.069906483692602,0.44592933096303566,902,476.5913026114633,142.97739078343898,819.5686933949023
2024-01-02 19:00:00,19,1,False,9.706164910823667,0.36679236323600345,885,439.5944965855452,131.87834897566356,771.4728455612087
2024-01-02 20:00:00,20,1,False,7.358497416155376,0.3758198333893289,934,467.30628975425327,140.19188692627597,807.4981766805292
2024-01-02 21:00:00,21,1,False,8.883021912655414,0.28774743882480025,946,439.9836308513044,131.99508925539132,771.9787201066957
2024-01-02 22:00:00,22,1,False,9.40860155405834,0.33085912595066247,900,434.1092853422384,130.23278560267153,764.3420709449099
2024-01-02 23:00:00,23,1,False,12.451292145239275,0.31969580838901707,871,416.2320196427335,124.86960589282005,741.1016255355536
2024-01-03 00:00:00,0,2,False,11.03145269536438,0.32566618385592017,903,433.68062560875836,130.1041876826275,763.7848132913858
2024-01-03 01:00:00,1,2,False,6.8253040518426245,0.3971798888136473,947,481.9017418826096,144.57052256478286,826.4722644473925
2024-01-03 02:00:00,2,2,False,11.006720366925162,0.3853252731773626,934,470.85752205906266,141.25725661771878,812.1147786767815
2024-01-03 03:00:00,3,2,False,9.595555748409584,0.3490438910073146,987,483.25252816968776,144.9757584509063,828.2282866205941
